,noisy_sin_ahead6,noisy_sin
947,-0.821874058,-0.482881434
948,-0.892531987,-0.583605034
949,-0.978912227,-0.671284293
950,-1.016015199,-0.702803895
951,-1.05007525,-0.741564941
952,-1.056959983,-0.806575762
953,-1.084724318,-0.821874058
954,-1.091555049,-0.892531987
955,-1.152958004,-0.978912227
956,-1.154909906,-1.016015199
957,-1.214607604,-1.05007525
958,-1.2072218,-1.056959983
959,-1.236018562,-1.084724318
960,-1.256646119,-1.091555049
961,-1.287689338,-1.152958004
962,-1.307438296,-1.154909906
963,-1.330758663,-1.214607604
964,-1.387456008,-1.2072218
965,-1.421862082,-1.236018562
966,-1.447429129,-1.256646119
967,-1.442548886,-1.287689338
968,-1.427047146,-1.307438296
969,-1.435187798,-1.330758663
970,-1.419140671,-1.387456008
971,-1.398518906,-1.421862082
972,-1.399250975,-1.447429129
973,-1.46412879,-1.442548886
974,-1.449204175,-1.427047146
975,-1.38741833,-1.435187798
976,-1.385791898,-1.419140671
977,-1.341739087,-1.398518906
978,-1.340837202,-1.399250975
979,-1.336163553,-1.46412879
980,-1.242587932,-1.449204175
981,-1.215407948,-1.38741833
982,-1.213495011,-1.385791898
983,-1.144257478,-1.341739087
984,-1.099342808,-1.340837202
985,-1.050149589,-1.336163553
986,-1.070985323,-1.242587932
987,-1.041602473,-1.215407948
988,-0.997886406,-1.213495011
989,-0.960043612,-1.144257478
990,-0.947733429,-1.099342808
991,-0.912910684,-1.050149589
992,-0.82152618,-1.070985323
993,-0.786631264,-1.041602473
994,-0.718595853,-0.997886406
995,-0.62261276,-0.960043612
996,-0.577983116,-0.947733429
997,-0.53285042,-0.912910684
998,-0.446218442,-0.82152618
999,-0.359163359,-0.786631264
1000,-0.287752095,-0.718595853
1001,-0.275928826,-0.62261276
1002,-0.20957384,-0.577983116
1003,-0.152521766,-0.53285042
1004,-0.095722716,-0.446218442
1005,0.007271243,-0.359163359
1006,0.024862399,-0.287752095
1007,0.128847993,-0.275928826
1008,0.122057528,-0.20957384
1009,0.131939385,-0.152521766
1010,0.177437694,-0.095722716
1011,0.209914418,0.007271243
1012,0.265650224,0.024862399
1013,0.329493499,0.128847993
1014,0.334056884,0.122057528
1015,0.364588357,0.131939385
1016,0.405704163,0.177437694
1017,0.396571836,0.209914418
1018,0.420769496,0.265650224
1019,0.449216888,0.329493499
1020,0.487275424,0.334056884
1021,0.499200202,0.364588357
1022,0.556947161,0.405704163
1023,0.573843426,0.396571836
1024,0.584901454,0.420769496
1025,0.550687279,0.449216888
1026,0.534465039,0.487275424
1027,0.52621051,0.499200202
1028,0.489327821,0.556947161
1029,0.48024471,0.573843426
1030,0.45528293,0.584901454
1031,0.351867395,0.550687279
1032,0.377991068,0.534465039
1033,0.411158994,0.52621051
1034,0.416205786,0.489327821
1035,0.409652732,0.48024471
1036,0.396657267,0.45528293
1037,0.309298175,0.351867395
1038,0.29058757,0.377991068
1039,0.226097236,0.411158994
1040,0.174413117,0.416205786
1041,0.107138746,0.409652732
1042,0.084181433,0.396657267
1043,0.139494968,0.309298175
1044,0.094491691,0.29058757
1045,0.1056579,0.226097236
1046,0.086245092,0.174413117
1047,0.100249754,0.107138746
1048,0.100553781,0.084181433
1049,0.004102755,0.139494968
1050,-0.001463972,0.094491691
1051,-0.026045316,0.1056579
1052,-0.105224826,0.086245092
1053,-0.136681018,0.100249754
1054,-0.226835928,0.100553781
1055,-0.267086229,0.004102755
1056,-0.278050356,-0.001463972
1057,-0.318567764,-0.026045316
1058,-0.40505527,-0.105224826
1059,-0.463548576,-0.136681018
1060,-0.502196689,-0.226835928
1061,-0.526377173,-0.267086229
1062,-0.570062337,-0.278050356
1063,-0.63150551,-0.318567764
1064,-0.698753125,-0.40505527
1065,-0.733303538,-0.463548576
1066,-0.731367974,-0.502196689
1067,-0.758176923,-0.526377173
1068,-0.826548699,-0.570062337
1069,-0.83514023,-0.63150551
1070,-0.884842197,-0.698753125
1071,-0.883693638,-0.733303538
1072,-0.93065296,-0.731367974
1073,-0.939818525,-0.758176923
1074,-0.991696165,-0.826548699
1075,-1.036989702,-0.83514023
1076,-1.0310636,-0.884842197
1077,-1.108636365,-0.883693638
1078,-1.137071937,-0.93065296
1079,-1.189166356,-0.939818525
1080,-1.212381397,-0.991696165
1081,-1.238929913,-1.036989702
1082,-1.19464267,-1.0310636
1083,-1.209845308,-1.108636365
1084,-1.271959871,-1.137071937
1085,-1.306538778,-1.189166356
1086,-1.303674874,-1.212381397
1087,-1.330633852,-1.238929913
1088,-1.323055714,-1.19464267
1089,-1.292520628,-1.209845308
1090,-1.272038645,-1.271959871
1091,-1.314312762,-1.306538778
1092,-1.337348452,-1.303674874
1093,-1.337267813,-1.330633852
1094,-1.393192163,-1.323055714
1095,-1.368408021,-1.292520628
1096,-1.371800808,-1.272038645
1097,-1.369928668,-1.314312762
1098,-1.349045642,-1.337348452
1099,-1.355221341,-1.337267813
1100,-1.293197776,-1.393192163
1101,-1.252529841,-1.368408021
1102,-1.274342748,-1.371800808
1103,-1.251009308,-1.369928668
1104,-1.24392805,-1.349045642
1105,-1.192645722,-1.355221341
1106,-1.141043473,-1.293197776
1107,-1.067671736,-1.252529841
1108,-1.050354433,-1.274342748
1109,-1.025009649,-1.251009308
1110,-0.98176095,-1.24392805
1111,-0.933309912,-1.192645722
1112,-0.914503965,-1.141043473
1113,-0.851517295,-1.067671736
1114,-0.811817773,-1.050354433
1115,-0.845691507,-1.025009649
1116,-0.876771735,-0.98176095
1117,-0.862411196,-0.933309912
1118,-0.767980546,-0.914503965
1119,-0.691998333,-0.851517295
1120,-0.633354368,-0.811817773
1121,-0.597317708,-0.845691507
1122,-0.551550132,-0.876771735
1123,-0.484381113,-0.862411196
1124,-0.446347483,-0.767980546
1125,-0.35578846,-0.691998333
1126,-0.258505588,-0.633354368
1127,-0.174076759,-0.597317708
1128,-0.14303491,-0.551550132
1129,-0.098008804,-0.484381113
1130,-0.051162364,-0.446347483
1131,0.006120652,-0.35578846
1132,0.009259932,-0.258505588
1133,0.095065849,-0.174076759
1134,0.112683289,-0.14303491
1135,0.162472546,-0.098008804
1136,0.207542273,-0.051162364
1137,0.242952978,0.006120652
1138,0.319925965,0.009259932
1139,0.370487227,0.095065849
1140,0.43622071,0.112683289
1141,0.495783114,0.162472546
1142,0.508297711,0.207542273
1143,0.583475571,0.242952978
1144,0.6506362,0.319925965
1145,0.647857581,0.370487227
1146,0.665903152,0.43622071
1147,0.67960984,0.495783114
1148,0.711210443,0.508297711
1149,0.745088993,0.583475571
1150,0.834810098,0.6506362
1151,0.823496353,0.647857581
1152,0.826128154,0.665903152
1153,0.874524702,0.67960984
1154,0.919039726,0.711210443
1155,0.90025285,0.745088993
1156,0.928025047,0.834810098
1157,0.916375178,0.823496353
1158,0.933759586,0.826128154
1159,0.949054899,0.874524702
1160,0.995783759,0.919039726
1161,0.937852567,0.90025285
1162,0.900819659,0.928025047
1163,0.903947349,0.916375178
1164,0.853312438,0.933759586
1165,0.816387411,0.949054899
1166,0.823912535,0.995783759
1167,0.773238614,0.937852567
1168,0.728643264,0.900819659
1169,0.700061598,0.903947349
1170,0.623187887,0.853312438
1171,0.658630882,0.816387411
1172,0.589125823,0.823912535
1173,0.492094853,0.773238614
1174,0.450497359,0.728643264
1175,0.396256411,0.700061598
1176,0.380257605,0.623187887
1177,0.370923585,0.658630882
1178,0.280434489,0.589125823
1179,0.202024894,0.492094853
1180,0.124302934,0.450497359
1181,0.147129317,0.396256411
1182,0.096272632,0.380257605
1183,0.097229703,0.370923585
1184,0.05084993,0.280434489
1185,0.002755992,0.202024894
1186,-0.091776067,0.124302934
1187,-0.142412564,0.147129317
1188,-0.159983844,0.096272632
1189,-0.205782679,0.097229703
1190,-0.242428836,0.05084993
1191,-0.280987223,0.002755992
1192,-0.253408141,-0.091776067
1193,-0.326596205,-0.142412564
1194,-0.350594255,-0.159983844
1195,-0.375688565,-0.205782679
1196,-0.399369344,-0.242428836
1197,-0.389601129,-0.280987223
1198,-0.451171393,-0.253408141
1199,-0.5131806,-0.326596205
1200,-0.548899428,-0.350594255
1201,-0.569076233,-0.375688565
1202,-0.647203508,-0.399369344
1203,-0.686171056,-0.389601129
1204,-0.736992857,-0.451171393
1205,-0.724627113,-0.5131806
1206,-0.706373109,-0.548899428
1207,-0.734510865,-0.569076233
1208,-0.73016329,-0.647203508
1209,-0.816380867,-0.686171056
1210,-0.853161677,-0.736992857
1211,-0.917241422,-0.724627113
1212,-0.942576789,-0.706373109
1213,-0.931640695,-0.734510865
1214,-0.963830682,-0.73016329
1215,-0.975390834,-0.816380867
1216,-0.922927114,-0.853161677
1217,-0.913665465,-0.917241422
1218,-0.830421653,-0.942576789
1219,-0.834656348,-0.931640695
1220,-0.891793842,-0.963830682
1221,-0.872974427,-0.975390834
1222,-0.874567631,-0.922927114
1223,-0.91115273,-0.913665465
1224,-0.928127279,-0.830421653
1225,-0.970746109,-0.834656348
1226,-0.890790625,-0.891793842
1227,-0.922489889,-0.872974427
1228,-0.842390824,-0.874567631
1229,-0.830961941,-0.91115273
1230,-0.803057158,-0.928127279
1231,-0.765956728,-0.970746109
1232,-0.70544073,-0.890790625
1233,-0.728439471,-0.922489889
1234,-0.690423082,-0.842390824
1235,-0.720075022,-0.830961941
1236,-0.670888548,-0.803057158
1237,-0.652117142,-0.765956728
1238,-0.621761883,-0.70544073
1239,-0.541779077,-0.728439471
1240,-0.556395232,-0.690423082
1241,-0.514676235,-0.720075022
1242,-0.454747139,-0.670888548
1243,-0.402413709,-0.652117142
1244,-0.293411574,-0.621761883
1245,-0.229234103,-0.541779077
1246,-0.21480989,-0.556395232
1247,-0.179198367,-0.514676235
1248,-0.135347207,-0.454747139
1249,-0.054083872,-0.402413709
1250,0.021799845,-0.293411574
1251,0.082185898,-0.229234103
1252,0.146741955,-0.21480989
1253,0.207344474,-0.179198367
1254,0.269644428,-0.135347207
1255,0.329411092,-0.054083872
1256,0.439380045,0.021799845
1257,0.520102424,0.082185898
1258,0.596520584,0.146741955
1259,0.664742466,0.207344474
1260,0.734861967,0.269644428
1261,0.734185126,0.329411092
1262,0.793056796,0.439380045
1263,0.80817081,0.520102424
1264,0.905456583,0.596520584
1265,0.951210624,0.664742466
1266,0.997400424,0.734861967
1267,1.083284079,0.734185126
1268,1.090325831,0.793056796
1269,1.078599138,0.80817081
1270,1.121241397,0.905456583
1271,1.164287316,0.951210624
1272,1.20862255,0.997400424
1273,1.222861439,1.083284079
1274,1.254157,1.090325831
1275,1.255883857,1.078599138
1276,1.228046121,1.121241397
1277,1.264393569,1.164287316
1278,1.27933986,1.20862255
1279,1.246091997,1.222861439
1280,1.206455132,1.254157
1281,1.174634167,1.255883857
1282,1.187593593,1.228046121
1283,1.157431411,1.264393569
1284,1.163015833,1.27933986
1285,1.113795638,1.246091997
1286,1.097178974,1.206455132
1287,1.099064198,1.174634167
1288,1.058531225,1.187593593
1289,1.020937425,1.157431411
1290,0.960724293,1.163015833
1291,0.972825202,1.113795638
1292,0.93470135,1.097178974
1293,0.910711028,1.099064198
1294,0.827882781,1.058531225
1295,0.779848895,1.020937425
1296,0.750348892,0.960724293
1297,0.73943916,0.972825202
1298,0.706966197,0.93470135
1299,0.614848256,0.910711028
1300,0.574988655,0.827882781
1301,0.534636323,0.779848895
1302,0.505622781,0.750348892
1303,0.478682273,0.73943916
1304,0.405705964,0.706966197
1305,0.358407385,0.614848256
1306,0.332131453,0.574988655
1307,0.309286901,0.534636323
1308,0.232420503,0.505622781
1309,0.160181485,0.478682273
1310,0.118856817,0.405705964
1311,0.057906082,0.358407385
1312,-0.000859855,0.332131453
1313,-0.024260265,0.309286901
1314,-0.069570897,0.232420503
1315,-0.101230698,0.160181485
1316,-0.131727821,0.118856817
1317,-0.214742449,0.057906082
1318,-0.240583115,-0.000859855
1319,-0.29046004,-0.024260265
1320,-0.388642383,-0.069570897
1321,-0.428150153,-0.101230698
1322,-0.466757666,-0.131727821
1323,-0.500482015,-0.214742449
1324,-0.560507891,-0.240583115
1325,-0.572217185,-0.29046004
1326,-0.637858548,-0.388642383
1327,-0.690018963,-0.428150153
1328,-0.694258776,-0.466757666
1329,-0.715326006,-0.500482015
1330,-0.742822738,-0.560507891
1331,-0.721590437,-0.572217185
1332,-0.759932542,-0.637858548
1333,-0.846839997,-0.690018963
1334,-0.866957843,-0.694258776
1335,-0.904326879,-0.715326006
1336,-0.937716842,-0.742822738
1337,-0.986263275,-0.721590437
1338,-1.036566209,-0.759932542
1339,-1.072144548,-0.846839997
1340,-1.073161742,-0.866957843
1341,-1.120886289,-0.904326879
1342,-1.113852425,-0.937716842
1343,-1.136847958,-0.986263275
1344,-1.135516229,-1.036566209
1345,-1.089307837,-1.072144548
1346,-1.1026276,-1.073161742
1347,-1.09202695,-1.120886289
1348,-1.08975439,-1.113852425
1349,-1.049693942,-1.136847958
1350,-1.0854588,-1.135516229
1351,-1.059218488,-1.089307837
1352,-1.058467133,-1.1026276
1353,-1.082271258,-1.09202695
1354,-1.090536981,-1.08975439
1355,-1.084233024,-1.049693942
1356,-1.05387223,-1.0854588
1357,-1.01788675,-1.059218488
1358,-0.963125133,-1.058467133
1359,-0.959313577,-1.082271258
1360,-0.928461423,-1.090536981
1361,-0.889048774,-1.084233024
1362,-0.828798182,-1.05387223
1363,-0.821862937,-1.01788675
1364,-0.78635777,-0.963125133
1365,-0.791646621,-0.959313577
1366,-0.758040408,-0.928461423
1367,-0.749064944,-0.889048774
1368,-0.730422823,-0.828798182
1369,-0.675725415,-0.821862937
1370,-0.633515892,-0.78635777
1371,-0.608408774,-0.791646621
1372,-0.519958812,-0.758040408
1373,-0.441838865,-0.749064944
1374,-0.393839662,-0.730422823
1375,-0.365555969,-0.675725415
1376,-0.297456048,-0.633515892
1377,-0.262046538,-0.608408774
1378,-0.217514003,-0.519958812
1379,-0.151787408,-0.441838865
1380,-0.109749895,-0.393839662
1381,-0.131231285,-0.365555969
1382,-0.079194807,-0.297456048
1383,0.005455441,-0.262046538
1384,0.062607732,-0.217514003
1385,0.088352277,-0.151787408
1386,0.183316342,-0.109749895
1387,0.187838988,-0.131231285
1388,0.279079828,-0.079194807
1389,0.307332183,0.005455441
1390,0.302974773,0.062607732
1391,0.359800276,0.088352277
1392,0.420076973,0.183316342
1393,0.465889114,0.187838988
1394,0.517416533,0.279079828
1395,0.582657345,0.307332183
1396,0.624211192,0.302974773
1397,0.68839781,0.359800276
1398,0.727843191,0.420076973
1399,0.774678399,0.465889114
1400,0.781096818,0.517416533
1401,0.783617909,0.582657345
1402,0.768150032,0.624211192
1403,0.803760009,0.68839781
1404,0.796578126,0.727843191
1405,0.794717681,0.774678399
1406,0.791937791,0.781096818
1407,0.788787917,0.783617909
1408,0.714839377,0.768150032
1409,0.676015309,0.803760009
1410,0.68506049,0.796578126
1411,0.622789748,0.794717681
1412,0.651440427,0.791937791
1413,0.65388141,0.788787917
1414,0.62291505,0.714839377
1415,0.602507128,0.676015309
1416,0.579806969,0.68506049
1417,0.580466812,0.622789748
1418,0.566977945,0.651440427
1419,0.576989641,0.65388141
1420,0.598629249,0.62291505
1421,0.604899852,0.602507128
1422,0.566353889,0.579806969
1423,0.54869998,0.580466812
1424,0.514360322,0.566977945
1425,0.496110536,0.576989641
1426,0.378893432,0.598629249
1427,0.288531556,0.604899852
1428,0.323740917,0.566353889
1429,0.29557799,0.54869998
1430,0.299583932,0.514360322
1431,0.288910731,0.496110536
1432,0.223306136,0.378893432
1433,0.158085477,0.288531556
1434,0.118672064,0.323740917
1435,0.072243498,0.29557799
1436,-0.011245399,0.299583932
1437,-0.114366034,0.288910731
1438,-0.146356674,0.223306136
1439,-0.166907566,0.158085477
1440,-0.265359333,0.118672064
1441,-0.316074313,0.072243498
1442,-0.29656319,-0.011245399
1443,-0.365932302,-0.114366034
1444,-0.412084108,-0.146356674
1445,-0.455663966,-0.166907566
1446,-0.457277946,-0.265359333
1447,-0.521032247,-0.316074313
1448,-0.598539538,-0.29656319
1449,-0.588623962,-0.365932302
1450,-0.61489707,-0.412084108
1451,-0.694006002,-0.455663966
1452,-0.751666376,-0.457277946
1453,-0.817292358,-0.521032247
1454,-0.826969052,-0.598539538
1455,-0.900207926,-0.588623962
1456,-0.905121772,-0.61489707
1457,-0.898352183,-0.694006002
1458,-0.91225736,-0.751666376
1459,-0.968155052,-0.817292358
