,noisy_sin,noisy_sin_random_missing,noisy_sin_regular_missing
555,-0.6886894922810513,-0.6886894922810513,-0.6886894922810513
556,-0.683938304185802,-0.683938304185802,-0.683938304185802
557,-0.7359873578063574,-0.7359873578063574,
558,-0.8075338657876956,-0.8075338657876956,-0.8075338657876956
559,-0.8402151150294848,,-0.8402151150294848
560,-0.9235231046648189,-0.9235231046648189,
561,-0.9540473022948154,-0.9540473022948154,-0.9540473022948154
562,-0.9855406899388385,-0.9855406899388385,-0.9855406899388385
563,-1.047112169356632,,
564,-1.1021790201101296,,-1.1021790201101296
565,-1.1583377578116414,,-1.1583377578116414
566,-1.161904080308054,-1.161904080308054,
567,-1.194309135843988,,-1.194309135843988
568,-1.2644228639606898,-1.2644228639606898,-1.2644228639606898
569,-1.3352030677868507,-1.3352030677868507,
570,-1.377716180100443,-1.377716180100443,-1.377716180100443
571,-1.418090671652012,,-1.418090671652012
572,-1.4756541222610193,,
573,-1.5072103182789334,,-1.5072103182789334
574,-1.5493956028622642,,-1.5493956028622642
575,-1.5602481711514928,,
576,-1.5850853181526812,-1.5850853181526812,-1.5850853181526812
577,-1.6212150730291408,-1.6212150730291408,-1.6212150730291408
578,-1.6505025614822761,-1.6505025614822761,
579,-1.702453720115114,,-1.702453720115114
580,-1.7108344930784867,-1.7108344930784867,-1.7108344930784867
581,-1.729416759573433,-1.729416759573433,
582,-1.7652002764193482,,-1.7652002764193482
583,-1.7864059176988578,-1.7864059176988578,-1.7864059176988578
584,-1.8211858314021643,-1.8211858314021643,
585,-1.782138215347386,-1.782138215347386,-1.782138215347386
586,-1.8107407548512313,-1.8107407548512313,-1.8107407548512313
587,-1.814132273411098,-1.814132273411098,
588,-1.8189495474448045,,-1.8189495474448045
589,-1.849076787621284,,-1.849076787621284
590,-1.8577714912287273,-1.8577714912287273,
591,-1.8718301157855008,,-1.8718301157855008
592,-1.8699182698739183,,-1.8699182698739183
593,-1.8653848283574899,-1.8653848283574899,
594,-1.846225952924478,-1.846225952924478,-1.846225952924478
595,-1.8241947448536324,-1.8241947448536324,-1.8241947448536324
596,-1.8278955577048053,-1.8278955577048053,
597,-1.8318649618722178,-1.8318649618722178,-1.8318649618722178
598,-1.8348452556586783,-1.8348452556586783,-1.8348452556586783
599,-1.8417744815102361,-1.8417744815102361,
600,-1.8670886189082427,,-1.8670886189082427
601,-1.83419763575244,,-1.83419763575244
602,-1.8150538375536458,-1.8150538375536458,
603,-1.7965909143569514,-1.7965909143569514,-1.7965909143569514
604,-1.8100581348763636,-1.8100581348763636,-1.8100581348763636
605,-1.8174375604369037,-1.8174375604369037,
606,-1.8465785954639073,-1.8465785954639073,-1.8465785954639073
607,-1.8161792615744219,-1.8161792615744219,-1.8161792615744219
608,-1.7652391261687481,-1.7652391261687481,
609,-1.713932950526103,-1.713932950526103,-1.713932950526103
610,-1.6765149187419288,-1.6765149187419288,-1.6765149187419288
611,-1.6608515509008857,-1.6608515509008857,
612,-1.6178707593998898,,-1.6178707593998898
613,-1.5727839616071977,-1.5727839616071977,-1.5727839616071977
614,-1.5092505035888137,-1.5092505035888137,
615,-1.4426351810421854,-1.4426351810421854,-1.4426351810421854
616,-1.39896487141104,,-1.39896487141104
617,-1.3483411938790308,-1.3483411938790308,
618,-1.2790147327905204,,-1.2790147327905204
619,-1.2141189265554269,,-1.2141189265554269
620,-1.162997207036122,,
621,-1.1582883980082297,-1.1582883980082297,-1.1582883980082297
622,-1.1169858833403714,-1.1169858833403714,-1.1169858833403714
623,-1.039197632022267,-1.039197632022267,
624,-0.9771015152281232,-0.9771015152281232,-0.9771015152281232
625,-0.8953938225143274,-0.8953938225143274,-0.8953938225143274
626,-0.844094818627203,-0.844094818627203,
627,-0.7824026021672896,-0.7824026021672896,-0.7824026021672896
628,-0.7036115570993896,,-0.7036115570993896
629,-0.6272897448619005,-0.6272897448619005,
630,-0.558084240075917,-0.558084240075917,-0.558084240075917
631,-0.47253916672062146,-0.47253916672062146,-0.47253916672062146
632,-0.3814800158109513,-0.3814800158109513,
633,-0.28957551093600786,-0.28957551093600786,-0.28957551093600786
634,-0.27047395211893877,-0.27047395211893877,-0.27047395211893877
635,-0.22441260197822283,-0.22441260197822283,
636,-0.1754324610875444,-0.1754324610875444,-0.1754324610875444
637,-0.12825230426629203,-0.12825230426629203,-0.12825230426629203
638,-0.11235338259127851,,
639,-0.027860975777635508,,-0.027860975777635508
640,0.0006882032535498461,,0.0006882032535498461
641,0.05398085046538989,0.05398085046538989,
642,0.046340946272910244,0.046340946272910244,0.046340946272910244
643,0.08214676561866682,,0.08214676561866682
644,0.12217546416951841,0.12217546416951841,
645,0.14433186685284632,,0.14433186685284632
646,0.20429700179886753,0.20429700179886753,0.20429700179886753
647,0.30136614391250083,0.30136614391250083,
648,0.31910710467408465,,0.31910710467408465
649,0.33499326503127036,0.33499326503127036,0.33499326503127036
650,0.4108398406667487,0.4108398406667487,
651,0.4562100518491257,,0.4562100518491257
652,0.47844571833390487,0.47844571833390487,0.47844571833390487
653,0.4754701558456532,0.4754701558456532,
654,0.5178813976769262,0.5178813976769262,0.5178813976769262
655,0.5455369310267368,0.5455369310267368,0.5455369310267368
656,0.6025329792592247,,
657,0.5995119205074269,0.5995119205074269,0.5995119205074269
658,0.6105426676097656,0.6105426676097656,0.6105426676097656
659,0.6158640052642054,0.6158640052642054,
660,0.6208201839846403,,0.6208201839846403
661,0.6535021226961792,0.6535021226961792,0.6535021226961792
662,0.6785470257332673,0.6785470257332673,
663,0.6658736158898002,0.6658736158898002,0.6658736158898002
664,0.6637119223166843,,0.6637119223166843
665,0.6557846682380039,,
666,0.6719957727488816,0.6719957727488816,0.6719957727488816
667,0.6605001138679842,,0.6605001138679842
668,0.6242737805135121,0.6242737805135121,
669,0.6040627630415797,0.6040627630415797,0.6040627630415797
670,0.5886396324917731,0.5886396324917731,0.5886396324917731
671,0.5939079323095773,0.5939079323095773,
672,0.6055349170350379,0.6055349170350379,0.6055349170350379
673,0.6154303117585294,,0.6154303117585294
674,0.6013138107920849,0.6013138107920849,
675,0.5643230963580127,0.5643230963580127,0.5643230963580127
676,0.5515771195101187,0.5515771195101187,0.5515771195101187
677,0.5187353039702409,0.5187353039702409,
678,0.473911080024509,0.473911080024509,0.473911080024509
679,0.4492222517474276,0.4492222517474276,0.4492222517474276
680,0.4256943388787799,,
681,0.41179190226010665,,0.41179190226010665
682,0.35464177544072734,0.35464177544072734,0.35464177544072734
683,0.278085993540068,0.278085993540068,
684,0.2520709475450819,,0.2520709475450819
685,0.19021788584012445,0.19021788584012445,0.19021788584012445
686,0.1741207454574446,0.1741207454574446,
687,0.10751342076528786,0.10751342076528786,0.10751342076528786
688,0.052639411926228674,0.052639411926228674,0.052639411926228674
689,-0.03183979076739951,-0.03183979076739951,
690,-0.025127789671370415,-0.025127789671370415,-0.025127789671370415
691,-0.07814503921083082,-0.07814503921083082,-0.07814503921083082
692,-0.12234099744876525,,
693,-0.17703514541409426,,-0.17703514541409426
694,-0.22477768361780281,,-0.22477768361780281
695,-0.24686728661233415,-0.24686728661233415,
696,-0.28576524888889177,-0.28576524888889177,-0.28576524888889177
697,-0.32690488877838986,-0.32690488877838986,-0.32690488877838986
698,-0.3388605100282236,,
699,-0.41041497673527916,,-0.41041497673527916
700,-0.42210862692164186,-0.42210862692164186,-0.42210862692164186
701,-0.4217974372821286,-0.4217974372821286,
702,-0.49120215860515215,-0.49120215860515215,-0.49120215860515215
703,-0.5199832406831465,-0.5199832406831465,-0.5199832406831465
704,-0.5844328502091308,,
705,-0.6670258077707205,-0.6670258077707205,-0.6670258077707205
706,-0.7181144743662364,,-0.7181144743662364
707,-0.7349999958655917,-0.7349999958655917,
708,-0.7446381586860775,-0.7446381586860775,-0.7446381586860775
709,-0.7791968842659714,,-0.7791968842659714
710,-0.8237031633474363,,
711,-0.8561167314189058,,-0.8561167314189058
712,-0.8931185229767026,-0.8931185229767026,-0.8931185229767026
713,-0.9259838719824017,-0.9259838719824017,
714,-0.9989402718823759,-0.9989402718823759,-0.9989402718823759
715,-1.0181553611403116,,-1.0181553611403116
716,-1.0322716251394024,-1.0322716251394024,
717,-0.9895094240533091,,-0.9895094240533091
718,-0.9801484392841572,-0.9801484392841572,-0.9801484392841572
719,-0.9878460996481033,-0.9878460996481033,
720,-0.9880991256252437,-0.9880991256252437,-0.9880991256252437
721,-0.9798909872610466,,-0.9798909872610466
722,-0.9937387835489914,-0.9937387835489914,
723,-1.0379604095575359,,-1.0379604095575359
724,-1.0476630874189756,-1.0476630874189756,-1.0476630874189756
725,-1.043007585010585,-1.043007585010585,
726,-1.0278409811214546,,-1.0278409811214546
727,-1.030074413142379,-1.030074413142379,-1.030074413142379
728,-1.0348468896562557,-1.0348468896562557,
729,-1.0216732988841666,-1.0216732988841666,-1.0216732988841666
730,-0.9986691543322918,-0.9986691543322918,-0.9986691543322918
731,-0.9611427326538157,-0.9611427326538157,
732,-0.9407359562609091,-0.9407359562609091,-0.9407359562609091
733,-0.902035313362296,-0.902035313362296,-0.902035313362296
734,-0.8953712145465509,-0.8953712145465509,
735,-0.8436626462739781,-0.8436626462739781,-0.8436626462739781
736,-0.8106702846191229,-0.8106702846191229,-0.8106702846191229
737,-0.8068242468961465,-0.8068242468961465,
738,-0.7748267287305355,-0.7748267287305355,-0.7748267287305355
739,-0.7325923513745068,,-0.7325923513745068
740,-0.7165265671744814,-0.7165265671744814,
741,-0.6564610924693975,-0.6564610924693975,-0.6564610924693975
742,-0.6200958007421467,,-0.6200958007421467
743,-0.5637014545297657,-0.5637014545297657,
744,-0.5405135827134485,,-0.5405135827134485
745,-0.4852253556968973,-0.4852253556968973,-0.4852253556968973
746,-0.41905122844482023,-0.41905122844482023,
747,-0.3797105652607422,-0.3797105652607422,-0.3797105652607422
748,-0.33371024249796244,-0.33371024249796244,-0.33371024249796244
749,-0.2960525079503157,-0.2960525079503157,
750,-0.2363972319735188,-0.2363972319735188,-0.2363972319735188
751,-0.18350070757417136,-0.18350070757417136,-0.18350070757417136
752,-0.1191982663524721,,
753,-0.06801640760124728,-0.06801640760124728,-0.06801640760124728
754,-0.04557791591924454,-0.04557791591924454,-0.04557791591924454
755,-0.02421438333973258,-0.02421438333973258,
756,0.017427828578154947,0.017427828578154947,0.017427828578154947
757,0.08032737091325592,0.08032737091325592,0.08032737091325592
758,0.18554602885366434,0.18554602885366434,
759,0.2570794755135999,,0.2570794755135999
760,0.2927108020237904,0.2927108020237904,0.2927108020237904
761,0.2939689237609775,0.2939689237609775,
762,0.3545797216509994,0.3545797216509994,0.3545797216509994
763,0.4023320735464544,,0.4023320735464544
764,0.4197040440704851,0.4197040440704851,
765,0.485807189541028,0.485807189541028,0.485807189541028
766,0.5294591560938107,0.5294591560938107,0.5294591560938107
767,0.5616393864653786,0.5616393864653786,
768,0.556123054424224,,0.556123054424224
769,0.6177288592029526,,0.6177288592029526
770,0.6562067734477115,0.6562067734477115,
771,0.6852673491608208,0.6852673491608208,0.6852673491608208
772,0.6954250147935171,0.6954250147935171,0.6954250147935171
773,0.7176526221138497,0.7176526221138497,
774,0.7758654089596264,0.7758654089596264,0.7758654089596264
775,0.814909043659921,0.814909043659921,0.814909043659921
776,0.8868815512293488,,
777,0.9341757360585632,0.9341757360585632,0.9341757360585632
778,0.9620987706073071,0.9620987706073071,0.9620987706073071
779,1.0006867172024054,1.0006867172024054,
780,1.0193418741439837,1.0193418741439837,1.0193418741439837
781,0.9972292015568126,,0.9972292015568126
782,0.9926576720844748,0.9926576720844748,
783,1.0077953737216836,,1.0077953737216836
784,0.9902540605877855,,0.9902540605877855
785,0.9800026386249797,0.9800026386249797,
786,0.949843966961296,,0.949843966961296
787,0.9868062363150895,,0.9868062363150895
788,0.949749541671706,0.949749541671706,
789,0.91672114848367,0.91672114848367,0.91672114848367
790,0.8847871237496766,0.8847871237496766,0.8847871237496766
791,0.8944786475282983,0.8944786475282983,
792,0.9053577707308303,0.9053577707308303,0.9053577707308303
793,0.8738500831465381,0.8738500831465381,0.8738500831465381
794,0.8667538303435618,0.8667538303435618,
795,0.8224239170946682,0.8224239170946682,0.8224239170946682
796,0.7970421541661783,,0.7970421541661783
797,0.831398484853976,0.831398484853976,
798,0.8239712496492447,0.8239712496492447,0.8239712496492447
799,0.7909987973415064,0.7909987973415064,0.7909987973415064
800,0.7255121577897833,0.7255121577897833,
801,0.6824314361348581,0.6824314361348581,0.6824314361348581
802,0.6132384336470806,,0.6132384336470806
803,0.5217473144408954,0.5217473144408954,
804,0.49485849060111253,0.49485849060111253,0.49485849060111253
805,0.46582675418804753,0.46582675418804753,0.46582675418804753
806,0.4262278414117011,0.4262278414117011,
807,0.404226645910684,0.404226645910684,0.404226645910684
808,0.31753793574801004,0.31753793574801004,0.31753793574801004
809,0.30256097343120025,0.30256097343120025,
810,0.22763806023616118,,0.22763806023616118
811,0.18651596405768256,0.18651596405768256,0.18651596405768256
812,0.146412134712251,,
813,0.12040445140898792,0.12040445140898792,0.12040445140898792
814,0.11570936199072246,0.11570936199072246,0.11570936199072246
815,0.07138064709763148,0.07138064709763148,
816,0.009440963360694665,0.009440963360694665,0.009440963360694665
817,-0.07003801598761461,,-0.07003801598761461
818,-0.11703366330202025,-0.11703366330202025,
819,-0.19024257950647627,-0.19024257950647627,-0.19024257950647627
820,-0.27538174556763384,-0.27538174556763384,-0.27538174556763384
821,-0.33278392906221255,-0.33278392906221255,
822,-0.3690118161873479,-0.3690118161873479,-0.3690118161873479
823,-0.42798451000308224,,-0.42798451000308224
824,-0.5039367136299046,-0.5039367136299046,
825,-0.5507337022987201,-0.5507337022987201,-0.5507337022987201
826,-0.629526230456305,,-0.629526230456305
827,-0.7138137817357992,,
828,-0.7262911873328493,-0.7262911873328493,-0.7262911873328493
829,-0.7664039302215332,-0.7664039302215332,-0.7664039302215332
830,-0.7639318213189029,-0.7639318213189029,
831,-0.8420378961202366,,-0.8420378961202366
832,-0.8589810482288427,-0.8589810482288427,-0.8589810482288427
833,-0.9031081928434926,-0.9031081928434926,
834,-0.8777009871697528,-0.8777009871697528,-0.8777009871697528
835,-0.9192188656231153,-0.9192188656231153,-0.9192188656231153
836,-0.9642896753436625,,
837,-0.9867883036258517,,-0.9867883036258517
838,-1.0128338495182327,-1.0128338495182327,-1.0128338495182327
839,-1.0521722801527824,,
840,-1.056813550130753,-1.056813550130753,-1.056813550130753
841,-1.064509513446163,-1.064509513446163,-1.064509513446163
842,-1.0653110064135323,-1.0653110064135323,
843,-1.0753382196220813,-1.0753382196220813,-1.0753382196220813
844,-1.1093882334857434,-1.1093882334857434,-1.1093882334857434
845,-1.1408551871262478,-1.1408551871262478,
846,-1.1392353343794452,-1.1392353343794452,-1.1392353343794452
847,-1.1715850113654445,-1.1715850113654445,-1.1715850113654445
848,-1.1389160217545333,-1.1389160217545333,
849,-1.1433693687168254,,-1.1433693687168254
850,-1.1650309736287077,-1.1650309736287077,-1.1650309736287077
851,-1.1407966447656908,,
852,-1.1392774874069445,,-1.1392774874069445
853,-1.1064809761727417,-1.1064809761727417,-1.1064809761727417
854,-1.0947272385628117,-1.0947272385628117,
855,-1.0437027115194868,,-1.0437027115194868
856,-1.0414811966309412,-1.0414811966309412,-1.0414811966309412
857,-1.0797714987623763,-1.0797714987623763,
858,-1.1000163797317355,-1.1000163797317355,-1.1000163797317355
859,-1.1209226359066813,-1.1209226359066813,-1.1209226359066813
860,-1.08696414933222,,
861,-1.0220547484843339,,-1.0220547484843339
862,-1.0027909030666793,,-1.0027909030666793
863,-1.0087168147204009,-1.0087168147204009,
864,-0.9649749963189949,-0.9649749963189949,-0.9649749963189949
865,-0.924983671542916,-0.924983671542916,-0.924983671542916
866,-0.903211160946198,-0.903211160946198,
867,-0.8611980106471803,,-0.8611980106471803
868,-0.8273088091678467,,-0.8273088091678467
869,-0.8195714814104454,,
870,-0.7670494321113864,,-0.7670494321113864
871,-0.7416944789504839,-0.7416944789504839,-0.7416944789504839
872,-0.7259204304303457,-0.7259204304303457,
873,-0.6923432354105046,-0.6923432354105046,-0.6923432354105046
874,-0.6151794357758371,-0.6151794357758371,-0.6151794357758371
875,-0.5280202981347328,,
876,-0.45369578137473277,-0.45369578137473277,-0.45369578137473277
877,-0.4239709562538113,-0.4239709562538113,-0.4239709562538113
878,-0.40661110282257396,,
879,-0.356555308280209,-0.356555308280209,-0.356555308280209
880,-0.31848940148841776,-0.31848940148841776,-0.31848940148841776
881,-0.27337955610500364,,
882,-0.2586332583215909,,-0.2586332583215909
883,-0.23844031613698224,-0.23844031613698224,-0.23844031613698224
884,-0.2232235069258668,,
885,-0.16471557173837537,-0.16471557173837537,-0.16471557173837537
886,-0.1000476010708008,,-0.1000476010708008
887,-0.07763938235399037,-0.07763938235399037,
888,-0.02614524548235153,-0.02614524548235153,-0.02614524548235153
889,0.02568204963740367,0.02568204963740367,0.02568204963740367
890,0.04353499620011314,,
891,0.07790153418112189,0.07790153418112189,0.07790153418112189
892,0.12995155745156228,0.12995155745156228,0.12995155745156228
893,0.13710609628690312,0.13710609628690312,
894,0.19634096303894621,0.19634096303894621,0.19634096303894621
895,0.21940381830606787,0.21940381830606787,0.21940381830606787
896,0.2469890531027218,0.2469890531027218,
897,0.26549558505940907,,0.26549558505940907
898,0.2526747220098053,0.2526747220098053,0.2526747220098053
899,0.28105223937975216,0.28105223937975216,
900,0.29911817219608255,0.29911817219608255,0.29911817219608255
901,0.305441404323106,0.305441404323106,0.305441404323106
902,0.31404982821409755,0.31404982821409755,
903,0.3355001210312347,,0.3355001210312347
904,0.34120604373044416,0.34120604373044416,0.34120604373044416
905,0.3354407637264304,0.3354407637264304,
906,0.3417508803190286,0.3417508803190286,0.3417508803190286
907,0.3616000219832131,0.3616000219832131,0.3616000219832131
908,0.36191520282724343,,
909,0.3399718961688308,0.3399718961688308,0.3399718961688308
910,0.3541363798993102,,0.3541363798993102
911,0.3390108880601087,0.3390108880601087,
912,0.3422884017378725,0.3422884017378725,0.3422884017378725
913,0.32567733060891757,0.32567733060891757,0.32567733060891757
914,0.28759678713353476,0.28759678713353476,
915,0.23916197024872565,0.23916197024872565,0.23916197024872565
916,0.19714223841444528,0.19714223841444528,0.19714223841444528
917,0.16849221463504221,0.16849221463504221,
918,0.08950606904763395,0.08950606904763395,0.08950606904763395
919,0.07071721099828471,,0.07071721099828471
920,0.0666122016994676,0.0666122016994676,
921,0.028376894794709756,,0.028376894794709756
922,-0.032667955314471364,-0.032667955314471364,-0.032667955314471364
923,-0.10910251066259674,,
924,-0.14270007888299777,-0.14270007888299777,-0.14270007888299777
925,-0.1738791744414583,-0.1738791744414583,-0.1738791744414583
926,-0.21540565585133406,-0.21540565585133406,
927,-0.24361793557175337,-0.24361793557175337,-0.24361793557175337
928,-0.30608782803457046,,-0.30608782803457046
929,-0.36025962473427775,-0.36025962473427775,
930,-0.4034626920416081,,-0.4034626920416081
931,-0.4600508514195675,-0.4600508514195675,-0.4600508514195675
932,-0.5010751165052244,,
933,-0.5431610725165708,-0.5431610725165708,-0.5431610725165708
934,-0.6046156467032141,,-0.6046156467032141
935,-0.6835384397958616,-0.6835384397958616,
936,-0.7576937306016136,-0.7576937306016136,-0.7576937306016136
937,-0.7894455719216045,-0.7894455719216045,-0.7894455719216045
938,-0.8764747024386553,,
939,-0.9340579422892666,-0.9340579422892666,-0.9340579422892666
940,-1.0171481712970574,-1.0171481712970574,-1.0171481712970574
941,-1.0221251531469384,-1.0221251531469384,
942,-1.0971238711570517,-1.0971238711570517,-1.0971238711570517
943,-1.142074119709078,-1.142074119709078,-1.142074119709078
944,-1.2249955153108598,,
945,-1.2089562615502847,-1.2089562615502847,-1.2089562615502847
946,-1.3000991295168782,-1.3000991295168782,-1.3000991295168782
947,-1.3506162820103975,-1.3506162820103975,
948,-1.4387785486543352,,-1.4387785486543352
949,-1.4770575982990235,,-1.4770575982990235
950,-1.5637909239345908,,
951,-1.6303144170348711,-1.6303144170348711,-1.6303144170348711
952,-1.7231361319300673,,-1.7231361319300673
953,-1.786375475696648,-1.786375475696648,
954,-1.838892574635255,,-1.838892574635255
955,-1.848714316050224,,-1.848714316050224
956,-1.9530706731416756,-1.9530706731416756,
957,-1.9882384700146012,-1.9882384700146012,-1.9882384700146012
958,-2.0336731315740795,-2.0336731315740795,-2.0336731315740795
959,-2.0927926706460127,-2.0927926706460127,
960,-2.140639649690218,,-2.140639649690218
961,-2.172236120609532,-2.172236120609532,-2.172236120609532
962,-2.2119824039816955,-2.2119824039816955,
963,-2.249793960328482,-2.249793960328482,-2.249793960328482
964,-2.3029336156329907,-2.3029336156329907,-2.3029336156329907
965,-2.3448405185922043,-2.3448405185922043,
966,-2.363458327396376,-2.363458327396376,-2.363458327396376
967,-2.4131344639288614,,-2.4131344639288614
968,-2.450855395019344,-2.450855395019344,
969,-2.4720955343490996,,-2.4720955343490996
970,-2.484889057140461,-2.484889057140461,-2.484889057140461
971,-2.493778026417954,-2.493778026417954,
972,-2.514124466560608,-2.514124466560608,-2.514124466560608
973,-2.5754566968146406,,-2.5754566968146406
974,-2.5678855884970324,,
975,-2.5520866935160242,-2.5520866935160242,-2.5520866935160242
976,-2.5291773949410588,,-2.5291773949410588
977,-2.524048701306307,-2.524048701306307,
978,-2.5044532594106794,-2.5044532594106794,-2.5044532594106794
979,-2.509453451241032,-2.509453451241032,-2.509453451241032
980,-2.5313985232481646,-2.5313985232481646,
981,-2.528631400374228,-2.528631400374228,-2.528631400374228
982,-2.5252487162982353,-2.5252487162982353,-2.5252487162982353
983,-2.4900605010855488,,
984,-2.457304494800545,-2.457304494800545,-2.457304494800545
985,-2.453554845564026,-2.453554845564026,-2.453554845564026
986,-2.44541694267635,,
987,-2.4262516517173554,-2.4262516517173554,-2.4262516517173554
988,-2.4023110792729736,-2.4023110792729736,-2.4023110792729736
989,-2.344574954724351,,
990,-2.3302241783254383,-2.3302241783254383,-2.3302241783254383
991,-2.271986310895401,-2.271986310895401,-2.271986310895401
992,-2.275546014013341,-2.275546014013341,
993,-2.2606919053030268,-2.2606919053030268,-2.2606919053030268
994,-2.1887679339508606,-2.1887679339508606,-2.1887679339508606
995,-2.1457159131218377,-2.1457159131218377,
996,-2.1082970508799876,-2.1082970508799876,-2.1082970508799876
997,-2.058148664685355,-2.058148664685355,-2.058148664685355
998,-2.026007937006568,-2.026007937006568,
999,-1.9865209724435222,-1.9865209724435222,-1.9865209724435222
1000,-1.942366711540168,-1.942366711540168,-1.942366711540168
1001,-1.8974793475775045,-1.8974793475775045,
1002,-1.8487003645584785,,-1.8487003645584785
1003,-1.8216387106451175,-1.8216387106451175,-1.8216387106451175
1004,-1.7720208996755202,-1.7720208996755202,
1005,-1.7475355992566186,-1.7475355992566186,-1.7475355992566186
1006,-1.692326925696336,-1.692326925696336,-1.692326925696336
1007,-1.654906878701585,-1.654906878701585,
1008,-1.607806690565011,-1.607806690565011,-1.607806690565011
1009,-1.5602785215584374,,-1.5602785215584374
1010,-1.5372211262608353,,
1011,-1.5098220469694787,-1.5098220469694787,-1.5098220469694787
1012,-1.4738104588559102,-1.4738104588559102,-1.4738104588559102
1013,-1.4245740651519871,-1.4245740651519871,
1014,-1.3646084571101686,-1.3646084571101686,-1.3646084571101686
1015,-1.329078860923981,,-1.329078860923981
1016,-1.3094748821425033,-1.3094748821425033,
1017,-1.2693068610055027,-1.2693068610055027,-1.2693068610055027
1018,-1.2366257005051287,,-1.2366257005051287
1019,-1.1870541551930454,-1.1870541551930454,
1020,-1.128321640096074,-1.128321640096074,-1.128321640096074
1021,-1.0536957973029284,,-1.0536957973029284
1022,-1.0656623189537593,-1.0656623189537593,
1023,-1.0516946198741248,,-1.0516946198741248
1024,-1.0301658607804671,,-1.0301658607804671
1025,-0.9904016041702302,-0.9904016041702302,
1026,-0.9551154629143505,-0.9551154629143505,-0.9551154629143505
1027,-0.9364732257480306,,-0.9364732257480306
1028,-0.9032128760926633,,
1029,-0.9032495132458285,-0.9032495132458285,-0.9032495132458285
1030,-0.9011532859004596,,-0.9011532859004596
1031,-0.8856176506068538,-0.8856176506068538,
1032,-0.9046510882250719,-0.9046510882250719,-0.9046510882250719
1033,-0.8638509740754906,-0.8638509740754906,-0.8638509740754906
1034,-0.8811397759536611,-0.8811397759536611,
1035,-0.908798449944552,-0.908798449944552,-0.908798449944552
1036,-0.9046696568496276,,-0.9046696568496276
1037,-0.9556009351093538,-0.9556009351093538,
1038,-0.9739699505885009,-0.9739699505885009,-0.9739699505885009
1039,-0.988532310291743,,-0.988532310291743
1040,-0.9713365319280682,-0.9713365319280682,
1041,-0.9148393294497615,,-0.9148393294497615
1042,-0.9285459881962046,,-0.9285459881962046
1043,-0.9790025065278336,-0.9790025065278336,
1044,-0.9952092523651432,-0.9952092523651432,-0.9952092523651432
1045,-1.0041253790213058,,-1.0041253790213058
1046,-1.0526276798096603,-1.0526276798096603,
1047,-1.0734131779757998,,-1.0734131779757998
1048,-1.0671833521919978,,-1.0671833521919978
1049,-1.0886433318713733,-1.0886433318713733,
1050,-1.1421013065204642,-1.1421013065204642,-1.1421013065204642
1051,-1.1920858291319845,,-1.1920858291319845
1052,-1.2693905014782345,-1.2693905014782345,
1053,-1.3200030326502636,,-1.3200030326502636
1054,-1.3756453110642504,-1.3756453110642504,-1.3756453110642504
1055,-1.3864317962405561,-1.3864317962405561,
1056,-1.4678952298319472,,-1.4678952298319472
1057,-1.5513422604812535,-1.5513422604812535,-1.5513422604812535
1058,-1.5943708687344031,-1.5943708687344031,
1059,-1.6291028412658228,-1.6291028412658228,-1.6291028412658228
1060,-1.691720767347351,-1.691720767347351,-1.691720767347351
1061,-1.7377598714212485,,
1062,-1.7733933275307032,,-1.7733933275307032
1063,-1.8080148489307826,-1.8080148489307826,-1.8080148489307826
1064,-1.85192916484786,-1.85192916484786,
1065,-1.892164257643529,-1.892164257643529,-1.892164257643529
1066,-1.9818960002520616,-1.9818960002520616,-1.9818960002520616
1067,-2.0164897232141548,-2.0164897232141548,
1068,-2.0666973671552915,-2.0666973671552915,-2.0666973671552915
1069,-2.1396091786056353,-2.1396091786056353,-2.1396091786056353
1070,-2.202122486264251,-2.202122486264251,
1071,-2.2619012387755255,,-2.2619012387755255
1072,-2.327235830520709,,-2.327235830520709
1073,-2.382987989756148,-2.382987989756148,
1074,-2.443360527190234,-2.443360527190234,-2.443360527190234
1075,-2.52799394069959,,-2.52799394069959
1076,-2.526677488796661,-2.526677488796661,
1077,-2.5660724768816285,-2.5660724768816285,-2.5660724768816285
1078,-2.561086123506814,-2.561086123506814,-2.561086123506814
1079,-2.6135632265527784,-2.6135632265527784,
1080,-2.620075276836718,-2.620075276836718,-2.620075276836718
1081,-2.6662078448928153,,-2.6662078448928153
1082,-2.6707090223372214,-2.6707090223372214,
1083,-2.688697579267235,-2.688697579267235,-2.688697579267235
1084,-2.7086865809480223,-2.7086865809480223,-2.7086865809480223
1085,-2.7489566363496896,-2.7489566363496896,
1086,-2.7778794591742515,-2.7778794591742515,-2.7778794591742515
1087,-2.778421045688975,-2.778421045688975,-2.778421045688975
1088,-2.855453789231542,,
1089,-2.8993858137870125,-2.8993858137870125,-2.8993858137870125
1090,-2.9543159094614007,-2.9543159094614007,-2.9543159094614007
1091,-2.99909352868415,-2.99909352868415,
1092,-3.005247894424588,-3.005247894424588,-3.005247894424588
1093,-3.0038149356427635,,-3.0038149356427635
1094,-3.024302406627935,-3.024302406627935,
1095,-3.010883073816106,-3.010883073816106,-3.010883073816106
1096,-3.0390078748041693,-3.0390078748041693,-3.0390078748041693
1097,-3.0612766199055734,-3.0612766199055734,
1098,-3.06386678612806,,-3.06386678612806
1099,-3.0572912348545245,-3.0572912348545245,-3.0572912348545245
1100,-3.06070573732248,,
